content,summarization
"các công ty trí tuệ nhân tạo ai lớn nhất thế giới vừa đồng loạt công bố dữ liệu sử dụng mới cho thấy có sự tăng trưởng đáng kể, trong bối cảnh cạnh tranh trong lĩnh vực trí tuệ nhân tạo tạo sinh đang ngày càng nóng lên. chi phí cần thiết để triển khai các chatbot ứng dụng có khả năng trò chuyện với con người thông qua văn bản hoặc giọng nói ai như chatgpt là rất lớn. hiện, các công ty công nghệ đang chịu áp lực khổng lồ trong việc phải chứng minh được rằng những ứng dụng mà họ triển khai sẽ được công chúng chấp thuận rộng rãi, từ đó làm hài lòng các nhà đầu tư luôn mong muốn nhìn thấy lợi nhuận từ chatbot ai và các công cụ khác được thu về nhanh hơn và lớn hơn. openai, công ty sáng tạo ra chatgpt, hôm 29/8, cho biết số lượng sử dụng ứng dụng chatbot mang tính biểu tượng của công ty đã tăng hơn gấp đôi kể từ tháng 11/2023, lên 200 triệu người dùng hoạt động hàng tháng. openai - do giám đốc điều hành ceo sam altman dẫn dắt và được công ty công nghệ microsoft hậu thuẫn - cho biết 92 các công ty trong danh sách fortune 500 đang sử dụng dịch vụ của họ. trong khi đó, công ty công nghệ meta, sở hữu mạng xã hội facebook, vào ngày 30/8, công bố con số sử dụng tính năng ai trên các nền tảng của công ty đã tăng vọt lên hơn 400 triệu người dùng hàng tháng và 185 triệu người dùng hàng tuần. trong một bài đăng trên nền tảng threads mới đây, ceo, kiêm nhà sáng lập của meta, mark zuckerberg, chia sẻ, hoạt động sử dụng ai của hơn 3 tỷ người dùng trên các nền tảng của công ty đang tăng nhanh chóng và chúng tôi thậm chí chưa triển khai dịch vụ ở anh, brazil hay liên minh châu âu eu.","Các công ty AI lớn nhất thế giới đang chứng kiến sự tăng trưởng đáng kể về số lượng người dùng, đặc biệt là trong lĩnh vực AI tạo sinh, phản ánh sự cạnh tranh ngày càng gay gắt trong ngành. Áp lực từ các nhà đầu tư đang thúc đẩy các công ty này phải chứng minh hiệu quả và lợi nhuận từ các ứng dụng AI, đặc biệt là chatbot như ChatGPT, để thu hút sự chấp thuận của công chúng. OpenAI và Meta là hai ví dụ điển hình cho sự tăng trưởng mạnh mẽ này, với hàng trăm triệu người dùng hàng tháng trên các nền tảng của họ.
"
"tại singapore, chính phủ đã có những biện pháp mạnh mẽ để điều tiết thị trường bất động sản. thuế bất động sản được quản lý chặt chẽ và phân loại thành nhiều nhóm khác nhau. cụ thể, họ đã tăng thuế bất động sản và thuế trước bạ đối với những người mua nhà thứ hai nhằm hạn chế tình trạng đầu cơ. đối với những người mua nhà lần hai trở đi, mức thuế mà công dân singapore phải chịu là 20, trong khi người thường trú phải trả 30. đặc biệt, người nước ngoài khi mua bất kỳ loại bất động sản nào sẽ bị áp thuế cao ngất ngưởng lên đến 60. bên cạnh thuế mua, các chủ sở hữu bất động sản cũng phải đóng thuế hàng năm dựa trên giá trị thường niên của tài sản, xác định theo giá thuê thị trường. mức thuế này áp dụng theo hệ thống lũy tiến. đặc biệt, đối với các tài sản bị bỏ hoang sẽ bị áp mức thuế cao hơn nhằm khuyến khích chủ sở hữu sử dụng hoặc cho thuê tài sản thay vì để không. ở vương quốc anh, chính phủ cũng đã áp dụng chính sách thuế đối với tài sản thứ hai nhằm kiểm soát thị trường bất động sản và hạn chế đầu cơ. các mức thuế cao hơn đối với bất động sản thứ hai. ngoài ra, các căn nhà bỏ hoang từ năm thứ ba trở đi sẽ phải đóng thuế công ích, nhằm tạo ra áp lực cho các chủ sở hữu sử dụng tài sản của họ một cách hiệu quả hơn. những chính sách này được thiết kế nhằm giảm thiểu tình trạng đầu cơ cá nhân và tạo điều kiện bình đẳng hơn trong quyền sở hữu nhà ở cho công dân. tại đức, hệ thống thuế mang tính chất cơ cấu rất rõ ràng. nếu một cá nhân bán bất động sản trong vòng 10 năm kể từ ngày mua, họ sẽ phải chịu thuế đầu cơ, với tỷ lệ có thể lên đến 45, điều này phụ thuộc vào mức thu nhập của người bán. ngoài ra, từ năm 2025, đức sẽ áp dụng một hệ thống thuế bất động sản mới dựa trên giá trị bất động sản, với một mức thuế cụ thể cho từng thành phố. ở trung quốc, mặc dù chính phủ đã thử nghiệm một số chính sách áp thuế bất động sản, họ vẫn còn lo ngại về tác động tiêu cực có thể xảy ra đối với thị trường bất động sản, gây mất ổn định thị trường tài chính và nền kinh tế đất nước. do đó, họ đã tạm hoãn việc triển khai thuế này trên toàn quốc. tuy nhiên, tại một số thành phố lớn như thượng hải và trùng khánh, chính quyền địa phương đã áp dụng thuế đối với các bất động sản đầu tư và các bất động sản có giá trị cao, mặc dù các quy định này chưa được áp dụng một cách đồng nhất trên toàn quốc. tại việt nam, việc áp thuế bất động sản đang trong quá trình nghiên cứu và xây dựng dự thảo luật. bộ tài chính hiện đang nghiên cứu xây dựng dự án luật thuế bất động sản, dự kiến sẽ trình quốc hội vào kỳ họp tháng 10 năm 2024 và thông qua vào tháng 5 năm 2025. mục tiêu của luật này là đánh thuế đối với bất động sản thứ hai và đất bỏ trống, nhằm tạo công bằng xã hội và ngăn chặn đầu cơ đất đai.","Singapore, Vương quốc Anh và Đức đều đã áp dụng các chính sách thuế bất động sản nhằm điều tiết thị trường, hạn chế đầu cơ và tạo điều kiện bình đẳng hơn trong quyền sở hữu nhà ở. Các chính sách này bao gồm thuế mua nhà thứ hai, thuế hàng năm dựa trên giá trị tài sản và thuế đầu cơ. Trung Quốc đã thử nghiệm áp thuế bất động sản nhưng chưa áp dụng rộng rãi do lo ngại về tác động tiêu cực đến thị trường. Việt Nam đang nghiên cứu xây dựng luật thuế bất động sản nhằm đánh thuế bất động sản thứ hai và đất bỏ trống, góp phần tạo công bằng xã hội và ngăn chặn đầu cơ. 
"
"năm 2024, với sự thay đổi trong khẩu vị đầu tư, các dự án sở hữu giá trị thực, pháp lý vững chắc, và khả năng khai thác lâu dài đang trở thành ngôi sao của thị trường bất động sản. chỉ những dự án hội tụ đủ các yếu tố này mới có thể thu hút dòng tiền từ các nhà đầu tư thông thái, khao khát lợi nhuận ổn định và bền vững. dòng tiền đổ về bđs giá trị thực năm 2024 chứng kiến sự phục hồi mạnh mẽ của thị trường bđs nhờ cộng hưởng hàng loạt các tín hiệu tốt từ chỉ số kinh tế dần cải thiện, lãi suất và lạm phát được kiểm soát, hàng loạt bộ luật - cơ chế pháp lý được hoàn thiện. theo đánh giá của các chuyên gia bđs, thị trường sẽ có sự thanh lọc, ưu thế sẽ thuộc về các sản phẩm bđs có giá trị thực, đáp ứng được nhu cầu thị trường và có tiềm năng phát triển bền vững. giới chuyên gia cho rằng, sau một thời gian dài cẩn trọng quan sát diễn biến của thị trường, một bộ phận nhà đầu tư nhạy bén đã thay đổi khẩu vị. thay vì đầu tư lướt sóng, nhà đầu tư dần hướng mục tiêu dài hạn đến các sản phẩm bđs giá trị thực, thanh khoản cao, đáp ứng được nhu cầu vừa sinh sống, vừa tích lũy, kinh doanh sinh lời ổn định. xét đến các khu vực giàu tiềm năng, các chuyên gia nhận định tại siêu đô thị tp.hcm, mức giá bất động sản liên tục tăng theo từng năm và có xu hướng tiếp tục neo giữ ở mức cao. đồng thời, nguồn cung mới tại tp.hcm được dự báo rất hạn chế, khiến các nhà đầu tư đỏ mắt tìm kiếm cơ hội. nhiều nhà đầu tư đang chuyển sự chú ý đến các đô thị trung tâm mới, như bình dương, nơi có tiềm năng phát triển mạnh mẽ và cơ hội đầu tư hấp dẫn. so sánh giữa các địa phương giáp ranh với tp.hcm, tỉnh bình dương đang chiếm ưu thế vì có tốc độ phát triển nhanh chóng trong các năm gần đây. bình dương là địa phương thu hút nguồn vốn fdi đứng trong top 3 cả nước, chỉ sau tp.hcm và hà nội trong năm 2023, nằm trong top đầu về tốc độ đô thị hóa, cũng là nơi người dân có thu nhập bình quân cao trên cả nước. bình dương đang triển khai hàng loạt dự án giao thông trọng điểm quốc gia như vành đai 3, vành đai 4, và cao tốc tp.hồ chí minh - chơn thành, với tiến độ khẩn trương trong công tác giải phóng mặt bằng và xây lắp. vừa qua, thủ tướng chính phủ đã ban hành quyết định số 790/qđ-ttg phê duyệt quy hoạch tỉnh bình dương thời kỳ 2021-2030, tầm nhìn đến năm 2050. theo quyết định này, bình dương sẽ trở thành thành phố trực thuộc trung ương vào năm 2030 là một trong những trung tâm phát triển năng động, toàn diện của khu vực đông nam á.","Năm 2024, thị trường bất động sản Việt Nam chứng kiến sự dịch chuyển dòng tiền từ đầu tư lướt sóng sang đầu tư vào các dự án có giá trị thực, pháp lý vững chắc và tiềm năng phát triển bền vững. Đặc biệt, Bình Dương nổi lên như một điểm nóng thu hút đầu tư với tốc độ đô thị hóa nhanh chóng, thu hút vốn FDI lớn và hạ tầng giao thông được đầu tư mạnh mẽ. 
Sự dịch chuyển này được thúc đẩy bởi nhu cầu về chỗ ở chất lượng cao, sự minh bạch hóa thị trường và sự ổn định kinh tế, tạo điều kiện cho các nhà đầu tư tìm kiếm lợi nhuận lâu dài và bền vững. 
"
"mua qns với giá mục tiêu 57,000 đồng/cp ctck vietcombank vcbs cho rằng đối với mảng đường, về mặt sản lượng, để bù đắp cho sản lượng thiếu hụt khi không nhập khẩu đường tinh luyện, ctcp đường quảng ngãi upcom qns sẽ tập trung 1 đẩy mạnh vùng nguyên liệu, mở rộng diện tích trồng mía từ 29 ha lên 32 ha, 2 phát triển công nghệ, tăng hiệu suất thu hồi đường trên mía, hiện nay hiệu suất của qns đạt 8.8 tấn mía/tấn đường, đủ khả năng cạnh tranh với thái lan đang ở mức bình quân 9.4 tấn mía/tấn đường. theo đó, sản lượng mía của qns có thể tăng thêm 20 ngàn tấn trong năm nay, bù đắp cho mức sụt giảm 25 ngàn tấn trong nửa đầu năm. như vậy, vcbs dự báo tổng sản lượng sản xuất của năm 2024 chỉ giảm nhẹ, và có thể đạt khoảng 220 ngàn tấn giảm 2.2 so với cùng kỳ. giá đường việt nam được kỳ vọng tiếp tục duy trì quanh mức hiện tại do trên thị trường thế giới, giá đường đang có xu hướng phục hồi do 1 sản lượng đường của thái lan cũng đang bị ảnh hưởng bởi thời tiết không thuận lợi, năng nóng đỉnh điểm, 2 cháy rừng lan rộng tại brazil đã ảnh hưởng tới mùa vụ 2024-2025 của nước này, với sản lượng dự báo sẽ giảm từ 42.7 triệu mt về còn 42 triệu mt, 3 ấn độ dự kiến hạn chế xuất khẩu đường nhằm đảm bảo nguồn cung trong nước và sản xuất ethanol. tại việt nam, 1 các biện pháp chống bán phá giá, áp thuế và hạn ngạch đối với đường nhập khẩu từ thái lan và các nước asean đã được ban hành, 2 một số nỗ lực kiểm soát buôn lậu bao gồm tăng cường công tác an ninh biên giới, đàm phán giữa hiệp hội đường việt nam và thái lan đang được triển khai. còn về mảng sữa đậu nành, trong bối cảnh thu nhập người dân dần hồi phục, cùng với chính sách giảm thuế vat cho các sản phẩm tiêu dùng, ngành sữa tuy vẫn đang có mức tăng trưởng âm, nhưng mức giảm đang có xu hướng thu hẹp. sản lượng tiêu thụ của qns dự kiến sẽ tiếp tục tăng trưởng nhẹ khi công ty 1 duy trì chính sách giảm giá sản phẩm nhằm tăng tính cạnh tranh, 2 phát triển các dòng sản phẩm mới nhãn hiệu veyo tập trung vào khu vực thành thị thu nhập cao trong tháng 6 này, 3 tiếp tục mở rộng kênh bán hàng, đặc biệt là kênh mt tại các chuỗi siêu thị, cửa hàng tiện lợi và sàn thương mại điện tử.","Công ty Chứng khoán Vietcombank (VCBS) dự báo sản lượng đường của QNS năm 2024 sẽ giảm nhẹ do ảnh hưởng của việc thiếu hụt đường nhập khẩu, tuy nhiên sẽ được bù đắp bởi việc tăng cường diện tích trồng mía và nâng cao hiệu suất sản xuất. VCBS dự báo giá đường trong nước sẽ duy trì ở mức hiện tại do giá đường thế giới đang phục hồi và các biện pháp kiểm soát nhập khẩu đường từ Thái Lan và các nước ASEAN. VCBS dự báo mảng sữa đậu nành của QNS sẽ tiếp tục tăng trưởng nhẹ nhờ việc giảm giá sản phẩm, phát triển sản phẩm mới và mở rộng kênh bán hàng. 
"
"với 3.4 triệu cp đang lưu hành, upc cần chi hơn 5.4 tỷ đồng trả cổ tức. ngày thanh toán vào 10/10/2024. tại ngày 30/06/2024, ubnd tỉnh bà rịa - vũng tàu là cổ đông lớn nhất sở hữu 36 vốn upc, sẽ nhận về gần 2 tỷ đồng cổ tức trong đợt chia tới. tiếp sau đó, ông lê huy hữu hiệp - chủ tịch hđqt nắm giữ 31.742 và ông nguyễn đức tài - cựu chủ tịch upc nắm 14.722, dự thu lần lượt 1.7 tỷ đồng và 800 triệu đồng cổ tức. về mối liên hệ, ông nguyễn đức tài là cha đẻ của ông nguyễn đức việt - thành viên hđqt kiêm phó tổng giám đốc upc. hiện, ông việt không nắm giữ cổ phần upc. upc được chuyển đổi từ công ty lâm viên cây xanh thành phố vũng tàu từ năm 2009, với vốn điều lệ 34 tỷ đồng ngành nghề chính là quản lý, chăm sóc và trồng mới các công viên cây xanh... upc hiện có 3 công ty con đều sở hữu 100 vốn, cùng hoạt động chính là thi công công trình công viên cây xanh. số nhân viên của công ty tại cuối năm 2023 là 631 người. về tình hình kinh doanh, trong 5 năm gần nhất 2019-2023, doanh thu hàng năm luôn trên 200 tỷ đồng cùng với lãi ròng bình quân 13 tỷ đồng/năm, cao hơn giai đoạn trước trung bình lãi khoảng 8 tỷ đồng.","Công ty cổ phần Cây xanh Vũng Tàu (UPC) sẽ chi trả hơn 5.4 tỷ đồng cổ tức cho 3.4 triệu cổ phiếu đang lưu hành, với ngày thanh toán vào 10/10/2024. UBND tỉnh Bà Rịa - Vũng Tàu, cổ đông lớn nhất sở hữu 36% vốn UPC, sẽ nhận về gần 2 tỷ đồng cổ tức. Doanh thu của UPC trong 5 năm gần nhất luôn trên 200 tỷ đồng mỗi năm, với lãi ròng bình quân 13 tỷ đồng/năm, cho thấy tình hình kinh doanh ổn định và khả năng sinh lời tốt. 
"
"cụ thể, tst đã không công bố thông tin trên hệ thống công bố thông tin của ubcknn và trang thông tin điện tử của sở giao dịch chứng khoán hà nội hnx các tài liệu bctc năm 2023 báo cáo tình hình quản trị công ty bán niên và năm 2023 báo cáo thường niên năm 2023 báo cáo tình hình quản trị công ty bán niên năm 2024 nghị quyết đhđcđ thường niên năm 2023 và 2024. với vi phạm trên, ubcknn xử phạt hành chính tst số tiền 92.5 triệu đồng.","Công ty TST bị Ủy ban Chứng khoán Nhà nước (UBCKNN) phạt 92,5 triệu đồng do vi phạm quy định về công bố thông tin. Cụ thể, TST không công bố các tài liệu báo cáo tài chính và quản trị công ty theo quy định trên hệ thống thông tin của UBCKNN và sàn giao dịch chứng khoán Hà Nội (HNX). Việc vi phạm này ảnh hưởng đến quyền lợi của nhà đầu tư và minh bạch thị trường chứng khoán.
"
"theo bản công bố tình hình tài chính định kỳ gửi đến sở giao dịch chứng khoán hà nội hnx, masanconsumerholdings lãi sau thuế gần 3,782 tỷ đồng trong 6 tháng đầu năm 2024, tăng 46 so với cùng kỳ năm trước. mức lãi này giúp tỷ suất lợi nhuận sau thuế/vốn chủ sở hữu roe của công ty đạt 16, cao hơn mức 15 của cùng kỳ. công ty có gần 15,591 tỷ đồng nợ phải trả tại thời điểm 30/06/2024, giảm 13 so với đầu năm, tỷ lệ nợ phải trả/vốn chủ sở hữu 0.64 lần. trong đó, nợ trái phiếu hơn 2,192 tỷ đồng, dù tăng 7 nhưng dư nợ trái phiếu/vốn chủ sở hữu đã giảm từ 0.1 lần ở thời điểm đầu năm xuống còn 0.09 lần. theo tìm hiểu, công ty chỉ lưu hành duy nhất lô trái phiếu mchbonds2014 phát hành ngày 05/12/2014, kỳ hạn 10 năm đến ngày 05/12/2024, do công ty tnhh chứng khoán ngân hàng tmcp ngoại thương việt nam vcbs làm tổ chức lưu ký. với đợt phát hành này, công ty đã huy động 2,100 tỷ đồng, lãi suất cố định 8/năm được thanh toán định kỳ mỗi 6 tháng, còn phần gốc được thanh toán một lần khi đến hạn. trái phiếu được tổ chức credit guarantee and investment facility cgif, một quỹ ủy thác của ngân hàng phát triển châu á adb bảo lãnh. đây cũng là thương vụ đầu tiên của cgif tại việt nam.","Trong 6 tháng đầu năm 2024, Masan Consumer Holdings ghi nhận lợi nhuận sau thuế tăng 46% so với cùng kỳ, đạt gần 3,782 tỷ đồng, đồng thời ROE của công ty cũng tăng lên 16%. Bên cạnh đó, nợ phải trả của công ty giảm 13% so với đầu năm, đạt gần 15,591 tỷ đồng, với tỷ lệ nợ/vốn chủ sở hữu là 0.64 lần. 
"
"ngày 30-8, viện kiểm sát nhân dân vksnd tp hà nội đề nghị hội đồng xét xử tand cùng cấp tuyên phạt bị cáo nguyễn thị loan cựu chủ tịch hđqt công ty cổ phần tập đoàn dược phẩm vimedimex mức án từ 36-42 tháng tù và bị cáo trần công tuyên cựu trưởng phòng quản lý khai thác hạ tầng và giải phóng mặt bằng huyện đông anh, tp hà nội từ 18-24 tháng tù, cùng về tội vi phạm quy định về hoạt động bán đấu giá tài sản. cùng tội danh trên, vksnd đề nghị tuyên phạt bị cáo nguyễn quang hưng cựu phó tổng giám đốc công ty cổ phần đầu tư bất động sản thanh trì, phó tổng giám đốc vimedimex 15-18 tháng tù treo tạ thị vân cựu tổng giám đốc công ty cổ phần đầu tư bất động sản bắc từ liêm 12-15 tháng tù treo. 7 bị can còn lại bị đề nghị từ 12 đến 30 tháng tù treo. đại diện vksnd đánh giá hành vi của các bị cáo là nguy hiểm cho xã hội, xâm phạm đến hoạt động bán đấu giá tài sản. trong vụ án này, bị cáo nguyễn thị loan giữ vai trò chỉ đạo, sử dụng 3 công ty do loan điều hành để tham gia đấu giá, bỏ giá các vòng đấu giá để được trúng khu đất nêu trên. theo cáo trạng, năm 2020, ubnd hà nội ra quyết định giao 49.100 m2 đất tại thôn cổ dương để thực hiện dự án. trong đó, 16.100 m2 đất được đưa ra để đấu giá quyền sử dụng đất làm nhà ở. theo cáo buộc, cựu chủ tịch tập đoàn dược phẩm vimedimex nguyễn thị loan sử dụng 3 pháp nhân gồm công ty bắc từ liêm công ty thanh trì công ty mỹ đình, để chỉ đạo tham gia đấu giá hơn 16.000 m2 đất thuộc dự án xây dựng hạ tầng kỹ thuật khu đấu giá quyền sử dụng đất ở thôn cổ dương. trong quá trình đấu giá, 3 pháp nhân này cùng nhau trả giá theo kịch bản đã lên từ trước, giúp công ty bắc từ liêm trúng đấu giá với mức giá hơn 326 tỉ đồng, tương đương hơn 20,1 triệu đồng/m2. cơ quan tố tụng xác định giá trị thực tế khu đất là hơn 28,5 triệu đồng/m2, tương đương hơn 462 tỉ đồng. qua đó, hành vi thông đồng dìm giá đất của các bị cáo khiến ngân sách nhà nước thiệt hại hơn 135 tỉ đồng.","Ngày 30/8, Viện kiểm sát nhân dân TP. Hà Nội đề nghị tuyên án từ 36-42 tháng tù đối với cựu Chủ tịch HĐQT Vimedimex Nguyễn Thị Loan và 18-24 tháng tù đối với cựu Trưởng phòng quản lý khai thác hạ tầng huyện Đông Anh Trần Công Tuyển về tội vi phạm quy định về hoạt động bán đấu giá tài sản. Vụ án liên quan đến việc thông đồng dìm giá đấu giá đất tại dự án xây dựng hạ tầng kỹ thuật khu đấu giá quyền sử dụng đất ở thôn Cổ Dương, khiến ngân sách nhà nước thiệt hại hơn 135 tỷ đồng. 
"
"ở quê giờ cũng chỉ xây nhà ống thôi khảo sát của pv cho thấy, không ít người dân tại xã thanh cao thanh oai, hà nội đang lo lắng khi việc tiếp cận đất đai ngày càng trở nên khó khăn ngay tại nơi chôn rau cắt rốn, nhất là những gia đình có con trong độ tuổi dựng vợ gả chồng. giá đất một số khu tại đây lên đến cả trăm triệu đồng/m2, trong khi nhiều năm trước bỏ trống và hầu như không sử dụng đến. bà hương tại xã thanh cao thanh oai, hà nội kể cách đây chục năm, đất còn để hoang không có ai sử dụng. giờ đất vùng ven đang nóng lên, đất trống không còn nhiều. ngày trước đất rộng thì xây nhà vườn, giờ chỉ có nhà ống thôi. đợt đấu giá đất vừa qua, người dân địa phương cũng mạnh dạn đi đấu giá, nhưng người đấu giá thành công thuộc loại hiếm có khó tìm. ông phúc 60 tuổi cho hay, người dân trong làng chỉ đấu đến 60-70 triệu đồng/m2, là dừng, còn cao hơn thì không theo nổi các nhà đầu tư. giá cứ neo trên 100 triệu/m2 rất khó mua. bây giờ giá 1m2 đất bằng 1,5 lượng vàng rồi. tính ra đem 30 lượng đi cũng chỉ mua được 20m2 thôi, không nổi nửa miếng đất, ông phúc nói. buổi đấu giá đất mới đây, xã thanh cao có 68 lô đất được đấu, nhưng có tới 7.000 bộ hồ sơ đăng ký. tiền phí đăng ký là 500.000 đồng/bộ hồ sơ, nhiều gia đình mua 2 bộ để tham gia. chị thủy thanh oai, hà nội chia sẻ, tại địa phương hiện nhiều nhà có công ty riêng nên nhu cầu sử dụng đất tăng lên. nhiều nhà đăng ký đấu giá 3-4 lô đất cùng lúc. hàng xóm nhà chị may mắn đấu giá thành công 2 lô đất, diện tích 80m2/lô, vuông vắn mà lại mặt đường.","Giá đất tại xã Thanh Cao, Thanh Oai, Hà Nội đang tăng chóng mặt, lên tới cả trăm triệu đồng/m2, khiến nhiều người dân địa phương khó khăn trong việc tiếp cận đất đai, đặc biệt là những gia đình có con trong độ tuổi lập gia đình. Sự gia tăng này chủ yếu do nhu cầu sử dụng đất tăng cao, được thúc đẩy bởi sự phát triển kinh tế và sự gia tăng dân số. Điều này đã dẫn đến tình trạng giá đất cao hơn nhiều so với khả năng chi trả của người dân địa phương, làm hạn chế cơ hội sở hữu đất đai của họ.
"
"theo số liệu thống kê mà ngân hàng nhà nước nhnn vừa công bố, đến ngày 26-8, tín dụng toàn hệ thống tăng 6,63 so với cuối năm ngoái. có ngân hàng tăng trưởng tín dụng lên tới 95 con số này cách xa so với mục tiêu tăng trưởng tín dụng toàn ngành mà của nhnn đưa ra đầu năm là khoảng 15. để hoàn thành mục tiêu đề ra, từ nay đến cuối năm, các ngân hàng cần phải đẩy 8,37 tương đương gần 1,2 triệu tỉ đồng ra nền kinh tế. dù mức tăng trưởng tín dụng chung của toàn ngành ngân hàng vẫn ở mức thấp, song nếu tách biệt từng ngân hàng thương mại thì tốc độ tăng trưởng tín dụng lại có sự phân hóa không đồng đều. bởi trong khi có ngân hàng thương mại vẫn ghi nhận mức tăng trưởng tín dụng rất thấp, thậm chí tăng trưởng âm. ở chiều ngược lại, một số nhà băng đã ghi nhận mức tăng trưởng tín dụng tiệm cận với với chỉ tiêu mà nhnn đã giao từ đầu năm. trước tình hình đó, ngày 28-8, nhnn đã có thông báo gửi đến các tổ chức tín dụng. trong đó khẳng định, tổ chức tín dụng nào có tốc độ tăng trưởng tín dụng đạt 80 chỉ tiêu được giao từ đầu năm, được chủ động điều chỉnh tăng thêm dư nợ. chuyên gia của công ty chứng khoán vpbanks cho biết, hiện một số nhà băng đã hoàn thành khoảng 80 room tín dụng trở lên như acb, hdb, lpb và tcb sẽ được nới room thêm từ 2-2,5 nữa. qua đó, đưa hạn mức tăng trưởng tín dụng cả năm của những ngân hàng này lên khoảng 18 - 18,7.","Tín dụng toàn hệ thống tăng 6,63% so với cuối năm ngoái, thấp hơn nhiều so với mục tiêu 15% của NHNN. Để đạt mục tiêu, các ngân hàng cần đẩy mạnh tín dụng, trong khi tốc độ tăng trưởng tín dụng giữa các ngân hàng có sự chênh lệch đáng kể, một số ngân hàng thậm chí tăng trưởng âm. NHNN cho phép các ngân hàng đạt 80% chỉ tiêu được nới room tín dụng, giúp một số ngân hàng như ACB, HDB, LPB và TCB có thể tăng trưởng tín dụng lên 18-18,7% trong năm. 
"
"tương tự với điểm số, thanh khoản trên cả 2 sàn tuần qua đều giảm so với tuần giao dịch trước. trên sàn hose, khối lượng khớp lệnh trung bình đạt gần 672 triệu cp/phiên, giảm 11 so với tuần trước. thanh khoản trung bình trên hnx giảm 19 về dưới 53 triệu cp/phiên. xét theo mức độ ảnh hưởng, hai trụ lớn của nhóm ngân hàng là vcb, bid trở thành gánh nặng chính của thị trường tuần qua. cụ thể, bid là mã tác động tiêu cực nhất đến vn-index khi làm mất gần 2.2 điểm tiếp đó là vcb kéo giảm hơn 0.9 điểm. một mã ngân hàng khác là ssb mang sắc đỏ với gần 0.5 điểm giảm. tuy nhiên, nhìn chung nhóm ngân hàng vẫn diễn biến tích cực trong tuần với các mã như tcb mang về gần 1.7 điểm cho chỉ số và là mã tích cực thứ ba toàn sàn hdb, vpb, mbb và acb đồng thời kéo tăng 0.4 điểm hay như stb đóng góp khoảng 0.3 điểm. ngoài nhóm ngân hàng, nhóm cổ phiếu họ vingroup cũng có diễn biến khả quan với vic và vhm dàn hàng hai vị trí đầu, lần lượt đóng góp gần 2.7 điểm và hơn 1.9 điểm cho chỉ số vn-index tuần qua. sắc xanh đỏ khá cân bằng trong rổ vn30 tuần qua, ghi nhận 14 mã tăng và 16 mã giảm. ở nhóm tăng, tcb vững vàng ngôi đầu mang về hơn 4.4 điểm vic và vhm là hai mã tiếp theo đóng góp lần lượt gần 3.3 điểm và hơn 2.3 điểm cho chỉ số. ngược lại, hpg dẫn đầu nhóm giảm khi lấy đi hơn 1.9 điểm của chỉ số theo sau là ssb kéo giảm gần 1.2 điểm hay như msn với gần 0.9 điểm giảm. tại hnx-index, mã cổ phiếu hut đè nặng áp lực lên chỉ số khi làm mất gần 0.4 điểm xếp sau là ceo kéo giảm hơn 0.3 điểm. tuy nhiên, ksv trở thành trụ đỡ chính của chỉ số mang về hơn 2.1 điểm, áp đảo toàn bộ các mã xếp sau như vif đóng góp hơn 0.3 điểm hay như dtk với 0.2 điểm tăng.","Tuần qua, thanh khoản trên hai sàn chứng khoán giảm so với tuần trước, với khối lượng khớp lệnh trung bình trên HoSE giảm 11% và trên HNX giảm 19%. Mặc dù nhóm ngân hàng đóng vai trò quan trọng, với VCB và BID gây áp lực giảm cho thị trường, nhưng các mã như TCB và nhóm cổ phiếu VinGroup lại đóng góp tích cực cho chỉ số VN-Index.
"
