,title,content,summarization
25,40 gian hàng tham gia ngày hội kết nối thương hiệu,"ngày hội còn diễn ra chương trình đi bộ đồng hành đóng góp quỹ vì người nghèo của ủy ban mttq tp.hcm sân chơi khám phá thương hiệu hội thi văn nghệ, biểu diễn thời trang triển lãm những hình ảnh đẹp trong hoạt động sản xuất - kinh doanh, giảng dạy, học tập, nghiên cứu của cán bộ, đảng viên, đoàn viên, thanh niên, người lao động, sinh viên, học sinh. bên cạnh đó là trao học bổng, tặng quà cho công nhân, người lao động, đoàn viên, thanh niên, sinh viên, học sinh khó khăn ký kết phối hợp, kết nối sử dụng dịch vụ, sản phẩm trong ngành giữa các đơn vị, doanh nghiệp, viện nghiên cứu, trường học trong khối. bà lê thị hồng nga, bí thư đảng ủy khối các cơ quan trung ương tại tp.hcm, cho biết đây là lần đầu tiên ngày hội được tổ chức, với phương châm kết nối - thiết thực - hiệu quả - tiết kiệm. đến nay, đã có 32 đơn vị đăng ký tham gia với 40 gian hàng trưng bày, giới thiệu thương hiệu, sản phẩm. hiện các nhà hảo tâm đã tài trợ chương trình hơn 200 triệu đồng. toàn bộ số tiền sẽ dùng để ủng hộ người nghèo trên địa bàn thành phố. đảng ủy khối các cơ quan trung ương tại tp.hcm rất mong muốn duy trì chương trình này trong nhiều năm tới. để đạt được điều này, ngày hội kết nối thương hiệu sử dụng sản phẩm trong ngành của khối các cơ quan trung ương tại tp.hcm năm nay phải được tổ chức thành công, hiệu quả, gắn kết được các đơn vị trong và ngoài khối.","Ngày hội kết nối thương hiệu sử dụng sản phẩm trong ngành của khối các cơ quan trung ương tại TP.HCM lần đầu tiên được tổ chức với mục tiêu kết nối, hỗ trợ các đơn vị trong ngành, đồng thời đóng góp quỹ vì người nghèo. Sự kiện thu hút sự tham gia của 32 đơn vị với 40 gian hàng, giới thiệu thương hiệu và sản phẩm, đồng thời thu được hơn 200 triệu đồng từ các nhà hảo tâm để ủng hộ người nghèo. Đảng ủy khối mong muốn duy trì sự kiện này nhằm tạo dựng sự kết nối hiệu quả và bền vững giữa các đơn vị. 
"
26,"45 năm phụng sự - vì cộng đồng, phát triển địa phương","tại buổi lễ, ông đặng hồng anh - phó chủ tịch tập đoàn ttc, chủ tịch hội doanh nhân trẻ việt nam, phó chủ tịch hội liên hiệp thanh niên việt nam đã chia sẻ tâm tư và xúc động gửi lời tri ân sâu sắc đến doanh nhân đặng văn thành - huỳnh bích ngọc, những người đã tạo nền tảng vững chắc cho tập đoàn. đặc biệt sự chính trực, tâm huyết của hai nhà sáng lập luôn là tấm gương, ngọn cờ cho nhiều lớp thế hệ ttc học tập, noi theo. suốt hành trình gần 5 thập kỷ, ttc kiên định với danh mục đầu tư là ngành nghề cốt lõi của nền kinh tế nước nhà. đặc biệt, luôn ưu tiên chú trọng phát triển quy mô và danh mục theo hướng bền vững, phù hợp với với xu hướng chung của toàn cầu, tập trung vào các giá trị cốt lõi của một trái đất xanh, xuất phát từ những nội tại xanh. trong lĩnh vực nông nghiệp, ttc agris mã ck sbt là doanh nghiệp nông nghiệp đa quốc gia, dẫn đầu ngành mía đường việt nam, hiện diện trên 50 thị trường xuất khẩu quốc tế. ttc agris sở hữu hơn 71.000 ha diện tích vùng nguyên liệu tại 4 quốc gia. với chuỗi giá trị cây trồng được tối ưu và đầu tư mở rộng, ttc agris phát triển danh mục sản phẩm đa dạng, mở rộng phân khúc khách hàng, chinh phục các thị trường tiêu dùng mới. ở lĩnh vực năng lượng, công ty gec mã ck geg là tổ chức tư nhân phát triển tối ưu các loại hình năng lượng tái tạo. gec hiện vận hành, phát triển 24 nhà máy với tổng công suất 768 mwp. trong giai đoạn 2019 đến quý i/2024, gec cung cấp 4,8 tỉ kwh vào lưới điện quốc gia, góp phần giảm phát thải khí nhà kính 2,4 triệu tấn co2. gec là doanh nghiệp đầu tiên tại việt nam sở hữu khung tài chính xanh được chứng nhận bởi cbi. đây là minh chứng cam kết phát triển bền vững cho hoạt động phát hành trái phiếu xanh để tài trợ các dự án năng lượng tái tạo. là đơn vị chủ lực của ngành bất động sản, ttc land mã ck scr trong hơn 20 năm đã phát triển gần 30 dự án gồm 15.000 sản phẩm với các dòng thương hiệu điển hình charmington, jamona, carillon và ttc plaza. định hướng đến 2030, nếu không có gì thay đổi và kết hợp với các điều kiện thuận lợi nhất, ttc land sẽ mở rộng mảng bất động sản công nghiệp và bất động sản kho vận. đây sẽ là sự cộng hưởng để ttc land tiếp tục mở rộng phát triển theo chu kỳ chiến lược một cách ổn định. trong lĩnh vực bất động sản công nghiệp, tổng công ty bất động sản công nghiệp thành thành công chú trọng phát triển đồng bộ theo mô hình kcn xanh và thông minh, nhằm giữ vị thế kcn kiểu mẫu tại vùng kinh tế trọng điểm phía nam. kế hoạch phát triển trong 2 năm tiếp theo, sẽ mở rộng kcn hiện hữu, đầu tư kcn tại long an và tây ninh. đối với mảng du lịch, ttc hospitality mã ck vng hiện sở hữu, vận hành 20 điểm đến tại các tỉnh, thành du lịch trọng điểm. ttc hospitality đảm bảo các dự án mới đều tuân thủ các tiêu chuẩn của ifc, ưu tiên sử dụng các nguyên vật liệu xanh. đặc biệt, xây dựng những sản phẩm đặc trưng vùng miền tại các điểm đến và tiếp tục nâng cấp cơ sở vật chất, đầu tư hạng mục quan trọng, chuẩn hóa hạ tầng, dịch vụ, chuyển dần sang phân khúc lưu trú 4 - 5 sao. cũng theo chia sẻ, dựa trên nền tảng được vun đắp và củng cố liên tục, trong những thập niên tiếp theo, ttc cam kết nâng cao chất lượng dịch vụ và năng lực quản trị, kiểm soát, điều hành doanh nghiệp để vững vàng bước vào kỷ nguyên mới, khẳng định thương hiệu trên trường quốc tế.","Tập đoàn TTC, với lịch sử gần 5 thập kỷ, đã xây dựng nền tảng vững chắc với danh mục đầu tư tập trung vào các ngành nghề cốt lõi của nền kinh tế Việt Nam, ưu tiên phát triển bền vững và hướng đến các giá trị xanh. TTC đã phát triển thành công trong nhiều lĩnh vực như nông nghiệp, năng lượng, bất động sản và du lịch, với các công ty con như TTC Agris, GEC, TTC Land và TTC Hospitality, đóng góp tích cực vào sự phát triển kinh tế xã hội của đất nước. TTC hướng đến mục tiêu nâng cao chất lượng dịch vụ và năng lực quản trị, kiểm soát, điều hành doanh nghiệp để vững vàng bước vào kỷ nguyên mới, khẳng định thương hiệu trên trường quốc tế. 
"
27,490 tỉ đồng hoa hồng môi giới bảo hiểm trong 4 tháng,"đáng chú ý, tổng doanh thu hoa hồng môi giới bảo hiểm 4 tháng đầu năm ước đạt 490 tỉ đồng, tăng 8 so với cùng kỳ năm trước. trong đó, hoa hồng môi giới bảo hiểm gốc ước đạt 394 tỉ đồng, tăng 10,2 hoa hồng môi giới tái bảo hiểm ước đạt 96 tỉ đồng, giảm 0,4. thị phần doanh thu phí bảo hiểm khai thác mới như sau bảo việt nhân thọ 17,9 dai-ichi 15,3 prudential 14,6 manulife 10,3 aia 6,1 fwd 6,1 sun life 5,7 generali 5,4 chubb 5,4 cathay 4,4 mb ageas 4,2 8 doanh nghiệp còn lại chiếm thị phần 4,6. nghiệp vụ bảo hiểm liên kết đầu tư chiếm tỷ trọng lớn nhất, đạt 69 doanh thu phí khai thác mới. tiếp theo là bảo hiểm hỗn hợp chiếm tỷ trọng 8 bảo hiểm tử kỳ chiếm tỷ trọng 6,4 các nghiệp vụ còn lại bảo hiểm trọn đời, bảo hiểm trả tiền định kỳ, bảo hiểm hưu trí, bảo hiểm sức khỏe chiếm tỷ trọng 0,6. doanh thu phí sản phẩm bảo hiểm bán kèm chiếm tỷ trọng 16. so với cùng kỳ năm trước, doanh thu khai thác mới của nghiệp vụ bảo hiểm liên kết đầu tư giảm 42,1 nghiệp vụ bảo hiểm hỗn hợp tăng 255,5 nghiệp vụ bảo hiểm tử kỳ tăng 65,8. 4 tháng đầu năm, số lượng hợp đồng bảo hiểm nhân thọ có hiệu lực không bao gồm hợp đồng sản phẩm bảo hiểm bán kèm ước đạt 12,15 triệu hợp đồng, giảm 12,7 so với cùng kỳ năm 2023. tổng doanh thu phí bảo hiểm nhân thọ ước đạt 44.681 tỉ đồng, giảm 11,2 so với cùng kỳ năm 2023. tính doanh thu phí theo từng nghiệp vụ thì nghiệp vụ bảo hiểm liên kết đầu tư chiếm tỷ trọng lớn nhất với 69,5 tiếp theo là nghiệp vụ bảo hiểm hỗn hợp 16,4 các nghiệp vụ chính còn lại chiếm tỷ trọng 2,1. doanh thu phí sản phẩm bảo hiểm bán kèm đóng góp 12 tổng doanh thu phí toàn thị trường. thị phần tổng doanh thu phí bảo hiểm cụ thể như sau bảo việt nhân thọ 23,1 manulife 16,6 prudential 14,9 dai-ichi 13,1 aia 10,3 chubb 3,2 mb ageas 2,9 fwd 2,8 sun life 2,7 generali 2,5 hanwha 2,5 cathay 2,3 mvi 1,4 các doanh nghiệp còn lại chiếm thị phần nhỏ dưới 1. về bảo hiểm phi nhân thọ, theo bộ tài chính, tổng doanh thu phí bảo hiểm gốc của thị trường 4 tháng đầu năm ước đạt 26.366 tỉ đồng, tăng 10,73 so với cùng kỳ năm 2023. dẫn đầu thị trường về doanh thu phí gốc là pvi với doanh thu ước đạt 5.137 tỉ đồng, tăng 32,30 so với cùng kỳ năm 2023, chiếm thị phần 19,48. xét theo nghiệp vụ, bảo hiểm sức khỏe doanh thu phí bảo hiểm ước đạt 9.179 tỉ đồng, chiếm tỷ trọng 34,82 chiếm tỷ trọng lớn nhất trong tổng doanh thu.","Trong 4 tháng đầu năm, thị trường bảo hiểm nhân thọ ghi nhận tổng doanh thu phí bảo hiểm đạt 44.681 tỷ đồng, giảm 11,2% so với cùng kỳ năm 2023.  Nghiệp vụ bảo hiểm liên kết đầu tư chiếm tỷ trọng lớn nhất với 69,5% doanh thu, tiếp theo là bảo hiểm hỗn hợp với 16,4%.  Doanh thu phí sản phẩm bảo hiểm bán kèm đóng góp 12% tổng doanh thu phí toàn thị trường. 
"
28,5 điểm mới của sổ đỏ từ 1.8,"so với mẫu sổ đỏ trước đây thì mẫu sổ đỏ lần này có một số điểm mới. thứ 2 là kích thước của sổ đỏ này nhỏ gọn hơn, theo khổ giấy thông dụng a4. thứ 3 là so với nội dung thể hiện trên sổ đỏ trước đây thì quy định mới chỉ thể hiện những thông tin cơ bản về người sử dụng đất, chủ sở hữu tài sản thông tin về thửa đất, tài sản gắn liền với đất thông tin về sơ đồ, tọa độ vị trí của thửa đất một số thông tin để người được cấp sổ đỏ cần biết và ghi nhận về việc thực hiện quyền của người được cấp sổ đỏ. thứ 4 là bổ sung mã qr code và mã sổ đỏ. thứ 5 là quy định về trang bổ sung của sổ đỏ. cơ sở dữ liệu về đất đai đang được bộ tn-mt cùng các địa phương triển khai xây dựng, hoàn thiện, vận hành, kết nối, liên thông. nên các thông tin trên sổ đỏ là các thông tin cơ bản để người sử dụng đất, chủ sở hữu tài sản gắn liền với đất thực hiện các quyền và nghĩa vụ. các thông tin khác về người sử dụng đất, chủ sở hữu tài sản gắn liền với đất, về thửa đất, tài sản gắn liền với đất được lưu trữ, khai thác thông qua mã qr code và trong cơ sở dữ liệu về đất đai, được cung cấp khi có yêu cầu.","Mẫu sổ đỏ mới có kích thước nhỏ gọn hơn, chỉ thể hiện thông tin cơ bản về người sử dụng đất, chủ sở hữu tài sản và thông tin về thửa đất, tài sản gắn liền với đất. Thông tin chi tiết hơn về người sử dụng đất, chủ sở hữu tài sản, thửa đất, tài sản gắn liền với đất sẽ được lưu trữ trong cơ sở dữ liệu về đất đai và truy cập thông qua mã QR code. Quy định mới này nhằm đơn giản hóa thủ tục cấp sổ đỏ, đồng thời tăng cường quản lý thông tin đất đai. 
"
29,50 quỹ đầu tư khủng kỳ vọng chứng khoán việt nam nâng hạng,"góp mặt tại diễn đàn có đại diện của 50 ngân hàng, quỹ đầu tư quốc tế, nhà đầu tư lớn nước ngoài như black rock, morgan stanley, jp morgan chase, ing, ubs, citadel, bank of america, merry lynch, efg hermes frontier, black rock, bny mellon... bà katia daude goncalves, giám đốc quốc gia của tập đoàn tài chính quốc tế ifc phụ trách singapore, malaysia và brunei darrussalam, đánh giá việt nam đã đạt được mức tăng trưởng mạnh mẽ trong vòng 10 năm qua và là một trong những nền kinh tế mở, tăng trưởng nhanh nhất trong khu vực châu á. mặc dù đối mặt với nhiều thách thức nhưng triển vọng kinh tế của việt nam vẫn rất tích cực với những lực đẩy như việc cải thiện cơ sở hạ tầng, sự tái định vị về chuỗi giá trị toàn cầu và sự đa dạng hóa thương mại. bà katia daude khẳng định, việt nam là một đối tác rất quan trọng, một trong những quốc gia mà ifc đã tham gia hỗ trợ lâu nhất trong khu vực. ifc đã cam kết tài trợ tổng cộng 19 tỉ usd cho việt nam. thời gian tới, ifc sẽ tiếp tục tập trung vào các lĩnh vực chính tại việt nam như thúc đẩy thị trường tài chính, thị trường vốn phát triển bền vững, đa dạng và toàn diện thúc đẩy quá trình chuyển đổi năng lượng, cơ sở hạ tầng bền vững... với tư cách là thành viên của wb, chúng tôi cam kết hỗ trợ sự phát triển của thị trường việt nam, bà katia daude khẳng định. ông lyndon chao, giám đốc điều hành bộ phận chứng khoán và giao dịch của asifma, đánh giá việt nam là điểm đến đầu tư hấp dẫn khi có tăng trưởng fdi cao, lực lượng lao động tăng trưởng với 56 dân số dưới độ tuổi 35, chỉ số chứng khoán vn-index tăng trưởng mạnh mẽ qua các năm. để thu hút thêm vốn toàn cầu vào việt nam, đại diện của asifma nhấn mạnh cần bảo đảm nâng hạng thị trường chứng khoán từ phân hạng quốc gia thị trường cận biên lên thị trường mới nổi, do chính sách của nhiều công ty quản lý quỹ là không đầu tư vào thị trường cận biên. ông lyndon chao cũng khẳng định, nhóm công tác của asifma sẵn sàng phối hợp với ủy ban chứng khoán nhà nước và tổng công ty lưu ký và bù trừ chứng khoán việt nam vsdc trong hoàn thiện các chính sách, quy trình liên quan phục vụ việc nâng hạng thị trường chứng khoán việt nam trong thời gian tới.","Diễn đàn thu hút sự tham gia của nhiều tổ chức tài chính quốc tế, đánh giá Việt Nam là nền kinh tế tăng trưởng nhanh, thu hút đầu tư. IFC cam kết hỗ trợ Việt Nam phát triển thị trường tài chính, năng lượng và cơ sở hạ tầng bền vững với tổng vốn đầu tư lên đến 19 tỷ USD. ASIFMA đánh giá Việt Nam là điểm đến hấp dẫn nhưng cần nâng hạng thị trường chứng khoán để thu hút thêm vốn toàn cầu, đồng thời cam kết hỗ trợ Việt Nam hoàn thiện các chính sách, quy trình để nâng hạng thị trường chứng khoán. 
"
30,55 doanh nhân quảng bình bị tạm hoãn xuất cảnh vì nợ thuế,"tổng nợ thuế mà cục thuế tỉnh quảng bình ghi nhận đến ngày 31.5 là hơn 3.245 tỉ đồng. theo cục thuế tỉnh quảng bình, tình trạng chậm nộp thuế đa số là do các doanh nghiệp khó khăn trong quá trình hoạt động. khoản nợ thuế tại quảng bình chủ yếu là tiền sử dụng đất và tiền cấp quyền khai thác khoáng sản của các dự án. ngoài ra, do một số dự án đã dừng hoạt động từ lâu vẫn được đưa vào danh sách nợ. trong số 57 quyết định này, đến nay có 2 đơn vị hoàn thành nghĩa vụ tiền thuế nợ, vì vậy cơ quan thuế đã thông báo chấm dứt tạm xuất cảnh đối với người đại diện của công ty. hiện tại, vẫn còn 55 người đại diện theo pháp luật của các doanh nghiệp đang bị đề nghị tạm hoãn xuất cảnh. những trường hợp trên bị tạm hoãn xuất cảnh từ ngày ra quyết định đến khi hoàn thành nghĩa vụ nộp thuế vào ngân sách nhà nước.","Tính đến ngày 31/5, tổng nợ thuế tại Quảng Bình là hơn 3.245 tỷ đồng, chủ yếu do các doanh nghiệp gặp khó khăn trong hoạt động và nợ tiền sử dụng đất, khai thác khoáng sản. Do một số dự án đã dừng hoạt động nhưng vẫn nằm trong danh sách nợ, nên 55 người đại diện của các doanh nghiệp đang bị tạm hoãn xuất cảnh cho đến khi hoàn thành nghĩa vụ nộp thuế. 
"
31,"6 tháng nhập khẩu 5,54 triệu tấn xăng dầu, nguồn cung có đủ tiêu dùng cuối năm?","ông phan văn chinh, vụ trưởng vụ thị trường trong nước, cho biết trong năm 2024, tổng nguồn xăng dầu tối thiểu được bộ công thương phân giao cho 36 thương nhân đầu mối kinh doanh xăng dầu thực hiện tổng cộng là 28,4 triệu m3/tấn xăng dầu các loại. theo tổng cục hải quan bộ tài chính, 6 tháng đầu năm, các doanh nghiệp đã nhập khẩu 5,54 triệu tấn tương đương khoảng 6,9 triệu m3/tấn xăng dầu, tăng 6,3 so với cùng kỳ năm 2023. bộ công thương cho biết, do từ tháng 4 nhà máy lọc dầu dung quất phải tạm dừng sản xuất để bảo dưỡng, các thương nhân đầu mối kinh doanh xăng dầu phải tăng nhập khẩu để đảm bảo nguồn cung tiêu dùng trong nước. thống kê 6 tháng đầu năm, tổng nguồn sản xuất và nhập khẩu xăng dầu đạt 12,41 triệu tấn, tương đương khoảng 15,2 triệu m3/tấn xăng dầu các loại. trong đó, xăng dầu nhập khẩu chiếm 44,5 sản xuất trong nước chiếm 55,5. cũng theo bộ công thương, 6 tháng đầu năm nay, cả nước tiêu thụ khoảng 13,2 triệu m3/tấn bình quân tiêu thụ khoảng 2,2 triệu m3/tấn/tháng xăng dầu các loại, giảm khoảng 0,2 so với 6 tháng đầu năm 2023. đến ngày 30.6, xăng dầu tồn kho khoảng 1,85 triệu m3/tấn. như vậy, 6 tháng đầu năm nay, nguồn cung xăng dầu trong nước đảm bảo đáp ứng nhu cầu sử dụng trong nước. dự báo về nguồn cung xăng dầu 6 tháng cuối năm, vụ thị trường trong nước cho biết, sản lượng xăng dầu sản xuất trong nước khoảng 8,26 triệu tấn, tương đương 9,9 triệu m3/tấn xăng dầu các loại. các doanh nghiệp sẽ nhập khẩu 4,5 triệu tấn tương đương khoảng 5,4 triệu m3/tấn xăng dầu các loại. theo đó, tổng nguồn sản xuất và nhập khẩu khoảng 12,76 triệu tấn, tương đương khoảng 15,3 triệu m3/tấn. vụ thị trường trong nước dự báo nhu cầu tiêu thụ xăng dầu 6 tháng cuối năm khoảng 13,2 triệu m3/tấn. như vậy, nguồn cung xăng dầu đảm bảo nhu cầu tiêu thụ trong nước. cũng tại cuộc họp, bộ công thương yêu cầu 36 thương nhân đầu mối kinh doanh xăng dầu thực hiện nghiêm việc báo cáo kế hoạch sản xuất, nhập khẩu, mua xăng dầu của các nhà máy lọc dầu, dự trữ lưu thông tuyệt đối không để gián đoạn nguồn cung xăng dầu trong hệ thống kinh doanh từ đầu mối, thương nhân phân phối, doanh nghiệp bán lẻ.","Trong năm 2024, Việt Nam dự kiến cung cấp khoảng 28,4 triệu m3/tấn xăng dầu cho thị trường nội địa. Trong 6 tháng đầu năm, lượng xăng dầu nhập khẩu đã tăng 6,3% so với cùng kỳ năm trước, chủ yếu do nhà máy lọc dầu Dung Quất tạm dừng sản xuất để bảo dưỡng.  Dù tiêu thụ xăng dầu giảm nhẹ, nguồn cung xăng dầu trong nước vẫn đảm bảo đáp ứng nhu cầu, với dự báo nguồn cung sẽ tiếp tục đáp ứng nhu cầu tiêu thụ trong 6 tháng cuối năm. 
"
32,6 tháng đầu năm 2024 thu từ lĩnh vực đất đai đạt hơn 10.000 tỉ đồng,"đối với công tác cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất sổ hồng đã cấp sổ hồng lần đầu cho tổ chức và cá nhân là 3.396 sổ hồng. nâng số lượng sổ hồng đã cấp cho tổ chức hơn 1,5 triệu sổ với diện tích gần 120.000 ha. đối với cá nhân cấp 3.391 sổ hồng, nâng số lượng sổ hồng đã cấp cho cá nhân đến nay là 1.584.357 sổ hồng, đạt 99,52. đăng ký biến động nhà đất đối với tổ chức và cá nhân là 178.680 sổ hồng trong 6 tháng, đã tham mưu, hướng dẫn ubnd các quận - huyện và tp.thủ đức giải quyết khó khăn, vướng mắc trong công tác bồi thường, hỗ trợ, tái định cư trên địa bàn với tổng số 281 hồ sơ. trong đó, tham mưu trình ubnd tp giải quyết 79 trường hợp, phúc đáp các sở - ngành thành phố 83 trường hợp. hướng dẫn cho ubnd tp.thủ đức và 21 quận huyện 119 trường hợp sở cũng trình ubnd tp.hcm trình ban cán sự đảng ubnd tp thông qua kế hoạch đấu giá các khu đất tại khu đô thị mới thủ thiêm, tp.thủ đức, gồm 11 lô đất theo ông nguyễn toàn thắng, giám đốc sở tài nguyên và môi trường, nhiệm vụ quan trọng nhất của sở hiện nay là tích cực góp ý vào dự thảo các nghị định quy định chi tiết thi hành luật đất đai 2024, với tổng cộng 125 nội dung góp ý. trong đó, bộ tài nguyên và môi trường đã xem xét tiếp thu 103/125 nội dung góp ý kiến đối với dự thảo 4 nghị định dự thảo nghị định quy định về bồi thường, hỗ trợ, tái định cư khi nhà nước thu hồi đất dự thảo nghị định quy định chi tiết thi hành một số điều luật đất đai dự thảo nghị định quy định về điều tra cơ bản đất đai đăng ký, cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất và hệ thống thông tin đất đai và dự thảo nghị định quy định về giá đất. một trong những công việc quan trọng nữa hiện nay sở đang triển khai là đang trình ubnd tp.hcm cho chủ trương đối với 11 tờ trình đề nghị xây dựng văn bản quy phạm pháp luật khi triển khai luật đất đai 2024.","Trong 6 tháng qua, thành phố Hồ Chí Minh đã cấp 3.396 sổ hồng mới cho tổ chức và cá nhân, nâng tổng số sổ hồng được cấp lên hơn 1,5 triệu. Sở Tài nguyên và Môi trường đang tập trung vào việc góp ý cho dự thảo Nghị định chi tiết thi hành Luật Đất đai năm 2024, với 125 nội dung góp ý. Bên cạnh đó, sở cũng đang trình UBND thành phố về việc xây dựng các văn bản pháp luật liên quan đến việc triển khai luật đất đai mới.
"
33,"6 tháng, gelex hoàn thành 92,1 mục tiêu lợi nhuận năm 2024","doanh thu thuần quý này tăng trưởng tích cực nhờ động lực từ sự phục hồi của lĩnh vực thiết bị điện. mảng này ghi nhận 5.222 tỉ đồng doanh thu thuần, tăng 42,2 so với cùng kỳ và cũng là mức doanh thu thuần cao nhất trong vòng 8 quý vừa qua. trong khi đó, lợi nhuận trước thuế tăng mạnh sau khi gelex hoàn tất chuyển nhượng 3/4 dự án năng lượng tái tạo cho đối tác sembcorp trong quý 2 vừa qua. hiện việc bắt tay hợp tác với sembcorp - tập đoàn hàng đầu trong lĩnh vực năng lượng tái tạo đến từ singapore giúp gelex cộng hưởng được tối đa tiềm lực, hỗ trợ nhau phát triển mạnh mẽ hơn tại thị trường việt nam và quốc tế, mở ra những cơ hội mới trong tương lai. quý 2 này, mảng khu công nghiệp và bất động sản đạt 788 tỉ đồng doanh thu thuần, giảm 36,5 so với quý trước. nguyên nhân chủ yếu là do doanh thu mảng cho thuê hạ tầng khu công nghiệp quý 2/2024 giảm so với cùng kỳ năm ngoái. tuy nhiên, đây vẫn là lĩnh vực được đánh giá có triển vọng trong giai đoạn tới khi viglacera, đơn vị thành viên của gelex đã được chấp thuận chủ trương đầu tư dự án đối với khu công nghiệp dốc đá trắng quy mô 288 ha và khu công nghiệp sông công ii quy mô 296 ha. trước đó, đơn vị cũng đã công bố khu công nghiệp xanh thông minh - thuan thanh eco-smart ip tại tỉnh bắc ninh. các mảng kinh doanh còn lại của gelex cũng khá ổn định, bao gồm hạ tầng và tiện ích gồm các dự án năng lượng và nước sạch và mảng vật liệu xây dựng. trong đó, mảng vật liệu xây dựng ghi nhận 1.928 tỉ đồng doanh thu thuần, phục hồi đáng kể so đầu năm và kỳ vọng có thể tiếp tục cải thiện trong 2 quý cuối năm. theo báo cáo tài chính vừa công bố, lũy kế 6 tháng đầu năm, gelex ghi nhận doanh thu thuần hợp nhất đạt 14.910 tỉ đồng, tăng 3,5 so với cùng kỳ lợi nhuận trước thuế hợp nhất đạt 1.770 tỉ đồng, tăng 74,6 so với cùng kỳ. năm 2024, gelex đặt mục tiêu doanh thu thuần hợp nhất 32.303 tỉ đồng, lợi nhuận trước thuế hợp nhất 1.921 tỉ đồng, tăng lần lượt 7,7 và 37,5 so với thực hiện 2023. như vậy, kết thúc nửa đầu năm, gelex đã thực hiện 46,2 mục tiêu doanh thu và 92,1 mục tiêu lợi nhuận của cả năm 2024. kết thúc quý 2, gelex có tổng tài sản tại thời điểm 30.6.2024 đạt 52.442 tỉ đồng, tiền và tương đương tiền ở mức 4.322 tỉ đồng. các chỉ số tài chính, hệ số nợ được cải thiện tích cực hơn.","Doanh thu thuần của GELEX trong quý 2 tăng trưởng tích cực nhờ sự phục hồi của lĩnh vực thiết bị điện. Lợi nhuận trước thuế tăng mạnh sau khi GELEX hoàn tất chuyển nhượng dự án năng lượng tái tạo cho đối tác Sembcorp, mở ra tiềm năng hợp tác và phát triển mạnh mẽ hơn tại thị trường Việt Nam và quốc tế. Mặc dù mảng khu công nghiệp và bất động sản giảm nhẹ do doanh thu cho thuê hạ tầng khu công nghiệp giảm so với cùng kỳ, nhưng GELEX vẫn duy trì hoạt động kinh doanh ổn định và hướng tới mục tiêu tăng trưởng doanh thu và lợi nhuận năm 2024. 
"
34,"6 triệu người xem livestream bán na ở thái nguyên, chốt đơn mua ngay 4,7 tấn","theo kế hoạch, phiên livestream bắt đầu lúc 9 giờ nhưng do trời mưa rất to nên phải lùi lại. đến 10 giờ cùng ngày, phiên livestream bắt đầu được phát trực tiếp trên các nền tảng của các facebooker, tiktoker nổi tiếng trực tiếp tham gia và có sự chia sẻ của hàng trăm khách du lịch... trong phiên livestream này, na la hiên được bán theo combo 5 kg, đồng giá 399.000 đồng. thống kê từ ban tổ chức, sau 4 giờ phát sóng trực tiếp trên các nền tảng mạng xã hội, phiên livestream đã thu hút 6 triệu lượt xem. trong đó, tài khoản cao nhất có 2 triệu lượt xem. cũng tại phiên livestream, người xem trực tuyến đã chốt 865 đơn hàng mua na, với tổng số lượng 4,7 tấn. trước đó, tháng 8.2023, cũng tại xóm xuân hòa xã la hiên, lần đầu tiên ubnd h.võ nhai phối hợp với các đơn vị tổ chức phiên livestream quảng bá, tiêu thụ na la hiên và các sản phẩm nông sản tỉnh thái nguyên. trong phiên livestream này, người xem trực tuyến đã chốt 1.600 đơn hàng mua na với sản lượng lên tới 6,3 tấn. cũng theo ông tầm văn cử, phiên livestream bán na la hiên là hoạt động mở đầu trong lễ hội võ nhai mùa na chín năm 2024, do ubnd h.võ nhai chủ trì tổ chức với mục đích xúc tiến, kết nối tiêu thụ sản phẩm na và nông sản thái nguyên. theo ubnd h.võ nhai, địa phương đang trồng 700 ha na, trong đó 200 ha đã được cấp chứng nhận vietgap. sản lượng na hàng năm đạt khoảng 6.000 tấn, giúp người dân có nguồn thu 70 - 80 tỉ đồng. toàn xã la hiên đang bước vào thời điểm thu hoạch na chính vụ, thu hút thương lái ở nhiều địa phương trong và ngoài tỉnh thái nguyên đến thu mua. na la hiên đang có giá bán từ 50.000 - 60.000 đồng/kg đối với hàng loại 1 từ 2 - 3 quả/kg, còn lại phổ biến từ 25.000 - 35.000 đồng/kg.","Phiên livestream bán na La Hiên tại Võ Nhai, Thái Nguyên đã thu hút 6 triệu lượt xem và bán được 4,7 tấn na trong 4 giờ phát sóng trực tiếp trên các nền tảng mạng xã hội. Đây là hoạt động mở đầu cho lễ hội Võ Nhai mùa na chín năm 2024, nhằm xúc tiến tiêu thụ na và nông sản Thái Nguyên, đồng thời hỗ trợ người dân địa phương với sản lượng na hàng năm đạt khoảng 6.000 tấn, mang lại thu nhập 70-80 tỷ đồng. 
"
