content,summarization
"đây là một phần nội dung của thông tư số 89/2014/tt-btc hướng dẫn hỗ trợ lãi suất vay vốn và cấp bù chênh lệch lãi suất do thực hiện chính sách hỗ trợ nhằm giảm tổn thất trong nông nghiệp vừa được bộ tài chính ban hành. theo đó, thông tư hướng dẫn về điều kiện, hồ sơ, thủ tục, quy trình hỗ trợ lãi suất và cấp bù chênh lệch lãi suất thông qua các ngân hàng thương mại nhtm để thực hiện cho vay theo quy định tại điều 1 và điều 2 quyết định số 68/2013/qđ-ttg về chính sách hỗ trợ nhằm giảm tổn thất trong nông nghiệp sau đây gọi tắt là quyết định số 68/2013/qđ-ttg. đối tượng áp dụng của thông tư là các nhtm được thành lập và hoạt động theo luật các tổ chức tín dụng cơ quan, tổ chức, cá nhân có liên quan. về điều kiện được ngân sách nhà nước hỗ trợ lãi suất vay vốn và cấp bù chênh lệch lãi suất, thông tư nêu rõ, các ngân hàng thương mại tổ chức thực hiện cho vay theo quy định tại điều 1, điều 2 và điều 3 quyết định số 68/2013/qđ-ttg và hướng dẫn của ngân hàng nhà nước việt nam. các khoản vay được ngân sách nhà nước hỗ trợ lãi suất và cấp bù chênh lệch lãi suất là các khoản vay đáp ứng đầy đủ các điều kiện như các khoản vay đúng đối tượng các khoản vay trả nợ trong hạn tại thời điểm hỗ trợ lãi suất và cấp bù chênh lệch lãi suất không thực hiện hỗ trợ lãi suất và cấp bù chênh lệch lãi suất đối với các khoản vay gốc và lãi quá hạn tính từ thời điểm quá hạn... thông tư nêu rõ, các khoản vay để mua các loại máy móc, thiết bị được ngân sách nhà nước hỗ trợ 100 lãi suất trong 2 năm đầu, 50 lãi suất trong năm thứ 3. thời điểm hỗ trợ lãi suất đối với từng khoản vay được tính từ ngày giải ngân. dự án đầu tư dây chuyền máy, thiết bị các dự án chế tạo máy, thiết bị sản xuất nông nghiệp được ngân sách nhà nước cấp bù chênh lệch giữa lãi suất cho vay thương mại của các nhtm và lãi suất tín dụng đầu tư phát triển của nhà nước. thời điểm cấp bù chênh lệch lãi suất đối với từng khoản vay được tính từ ngày giải ngân. mức lãi suất cho vay của các nhtm làm cơ sở để ngân sách nhà nước hỗ trợ lãi suất và cấp bù chênh lệch lãi suất là mức lãi suất cho vay thấp nhất của nhtm có hoạt động cho vay theo quyết định số 68/2013/qđ-ttg được áp dụng cho vay cho các khoản vay vốn phục vụ lĩnh vực nông nghiệp, nông thôn cùng kỳ hạn và cùng thời kỳ được nhtm niêm yết công khai tại các điểm giao dịch. hàng năm, chậm nhất vào ngày 31/7, các nhtm căn cứ dự kiến dư nợ cho vay để mua máy móc, thiết bị, đầu tư dây chuyền máy, thiết bị phục vụ sản xuất nông nghiệp của năm sau để xây dựng kế hoạch hỗ trợ lãi suất và cấp bù chênh lệch lãi suất cho năm kế hoạch có chia ra từng quý gửi bộ tài chính và bộ kế hoạch và đầu tư. thông tư có hiệu lực thi hành kể từ ngày 22 tháng 8 năm 2014.","Thông tư số 89/2014/TT-BTC hướng dẫn hỗ trợ lãi suất vay vốn và cấp bù chênh lệch lãi suất cho các khoản vay phục vụ sản xuất nông nghiệp. Thông tư quy định rõ đối tượng, điều kiện, thủ tục và quy trình hỗ trợ, bao gồm việc hỗ trợ 100% lãi suất trong 2 năm đầu cho các khoản vay mua máy móc, thiết bị, và cấp bù chênh lệch lãi suất cho các dự án đầu tư dây chuyền máy, thiết bị sản xuất nông nghiệp. Mức lãi suất được hỗ trợ dựa trên mức lãi suất cho vay thấp nhất của các ngân hàng thương mại hoạt động theo chính sách hỗ trợ. 
"
"thực hiện quyết định số 2037/qđ-ttg của thủ tướng chính phủ về việc hỗ trợ kinh phí năm 2013 để khắc phục thiệt hại do lũ, lũ quét đầu tháng 9/2013 bão số 5, số 6 và các thiên tai khác gây ra. bộ tài chính thực hiện bổ sung có mục tiêu năm 2013 từ ngân sách trung ương cho ngân sách tỉnh lào cai 99,5 tỷ đồng tỉnh lạng sơn 3 tỷ đồng tỉnh thái nguyên 10 tỷ đồng tỉnh hoà bình 5 tỷ đồng tỉnh sơn la 5 tỷ đồng và tỉnh lai châu 5 tỷ đồng để khắc phục thiệt hại. bộ tài chính đề nghị ubnd các tỉnh nói trên chỉ đạo các cơ quan chức năng thực hiện rút dự toán số tiền trên tại kbnn theo quy định về tổ chức thực hiện dự toán ngân sách nhà nước năm 2013.","Bộ Tài chính đã hỗ trợ kinh phí cho các tỉnh Lào Cai, Lạng Sơn, Thái Nguyên, Hòa Bình, Sơn La và Lai Châu để khắc phục thiệt hại do thiên tai năm 2013. Tổng số tiền hỗ trợ là 127,5 tỷ đồng, được phân bổ dựa trên mức độ thiệt hại tại mỗi tỉnh. Bộ Tài chính cũng yêu cầu UBND các tỉnh này rút dự toán kinh phí hỗ trợ từ Kho bạc Nhà nước theo quy định. 
"
"nhiều địa phương thu hoạch từ giống lúa bc15 không như mong đợi. ảnh tlđt quyết định của bộ tài chính căn cứ các quyết định của thủ tướng chính phủ như quyết định 142/2009/qđ-ttg về cơ chế, chính sách hỗ trợ giống cây trồng, vật nuôi, thủy sản để khôi phục sản xuất vùng bị thiệt hại do thiên tai, dịch bệnh quyết định 49/2012/qđ-ttg sửa đổi, bổ sung điều 3 quyết định 142. quyết định này cũng phù hợp với các thông tư của bộ tài chính như thông tư 187/2010/tt-btc quy định về cơ chế, chính sách hỗ trợ gống cây trồng, vật nuôi, thủy sản để khôi phục sản xuất vùng bị thiệt hại do thiên tai, dịch bệnh thông tư 33/2013/tt-btc sửa đổi, bổ sung thông tư 187 thông tư 205/2012/tt-btc hướng dẫn thực hiện chính sách hỗ trợ để bảo vệ và phát triển đất trồng lúa và dựa trên ý kiến của bộ nông nghiệp và phát triển nông thôn và đề nghị của ubnd tỉnh tuyên quang. bộ tài chính đề nghị ubnd tỉnh tuyên quang chỉ đạo các cơ quan có liên quan rút dự toán số tiền trên tại kbnn theo quy định về tổ chức thực hiện dự toán ngân sách nhà nước năm 2014.","Do năng suất lúa BC15 tại nhiều địa phương không đạt kỳ vọng, Bộ Tài chính đã quyết định hỗ trợ kinh phí cho tỉnh Tuyên Quang để khôi phục sản xuất theo cơ chế, chính sách hỗ trợ giống cây trồng, vật nuôi, thủy sản do thiên tai, dịch bệnh. Việc hỗ trợ dựa trên các quyết định của Thủ tướng Chính phủ, các thông tư của Bộ Tài chính và ý kiến của Bộ Nông nghiệp và Phát triển Nông thôn, cũng như đề nghị của UBND tỉnh Tuyên Quang. 
"
"khám bệnh cho trẻ em dưới 6 tuổi tại trung tâm y tế thị xã đồng xoài, tỉnh bình phước. ảnh tl trong đó, số tiền mua thẻ bhyt cho người nghèo và người dân tộc thiểu số vùng khó khăn là 8,6 tỷ đồng, mua thẻ bhyt cho trẻ em dưới 6 tuổi là 6,5 tỷ đồng. số tiền còn lại là 22 tỷ đồng là kinh phí thực hiện mua bhyt cho người thuộc gia đình hộ cận nghèo, học sinh, sinh viên năm 2014. bộ tài chính cũng cho biết, tỉnh cần báo cáo quyết toán kinh phí thực hiện mua thẻ bhyt cho các đối tượng trên trong năm 2013, đồng thời trên cơ sở báo cáo kết quả rà soát hộ nghèo năm 2014 của bộ lao động - thương binh - xã hội, bộ tài chính sẽ xem xét bổ sung kinh phí cho tỉnh theo quy định. tại tỉnh quảng nam, bộ tài chính xác định kinh phí hỗ trợ mua thẻ bhyt cho người thuộc hộ cận nghèo và học sinh, sinh viên năm 2013 là hơn 87,1 tỷ đồng. đối với việc tạm ứng hỗ trợ đóng bhxh tự nguyện cho giáo viên mầm non của tỉnh hải dương, bộ tài chính ứng 600 triệu đồng, đồng thời đề nghị tỉnh có báo cáo quyết toán theo từng thời điểm được nhà nước hỗ trợ kinh phí có xác nhận của bảo hiểm xã hội tỉnh.","Bộ Tài chính đã hỗ trợ tỉnh Bình Phước 37,1 tỷ đồng để mua thẻ BHYT cho người nghèo, dân tộc thiểu số vùng khó khăn và trẻ em dưới 6 tuổi. Ngoài ra, Bộ Tài chính cũng hỗ trợ 22 tỷ đồng cho người thuộc hộ cận nghèo, học sinh, sinh viên năm 2014. Bộ Tài chính cũng yêu cầu tỉnh Bình Phước báo cáo quyết toán kinh phí thực hiện mua thẻ BHYT cho các đối tượng trên trong năm 2013 và sẽ xem xét bổ sung kinh phí theo quy định. 
"
"quyết định của bộ tài chính căn cứ quy định tại quyết định 142/2009/qđ-ttg của thủ tướng chính phủ quy định về cơ chế, chính sách hỗ trợ giống cây trồng, vật nuôi, thủy sản để khôi phục sản xuất vùng bị thiên tai, dịch bệnh thông tư 187/2010/tt-btc của bộ tài chính quy định về cơ chế, chính sách hỗ trợ giống cây trồng, vật nuôi thủy sản để khôi phục sản xuất vùng bị thiệt hại do thiên tai, dịch bệnh trên cơ sở báo cáo của ubnd tỉnh sóc trăng. bộ tài chính xác định kinh phí ngân sách nhà nước hỗ trợ thiệt hại do dịch bệnh đốm trắng gây ra đối với tôm nuôi trên địa bàn tỉnh sóc trăng là trên 64 tỷ đồng, bằng số địa phương đề nghị đồng thời, theo quy định tại khoản 2, điều 4, quyết định 142 và thông tư 187, kinh phí ngân sách trung ương hỗ trợ tỉnh sóc trăng 70 của trên 64 tỷ đồng là 44,8 tỷ đồng. năm 2012, bộ tài chính đã tạm ứng 33 tỷ đồng cho tỉnh sóc trăng, đề nghị ubnd tỉnh sóc trăng thực hiện chuyển số tạm ứng thành thực thu ngân sách địa phương, đồng thời thực hiện việc rút tiếp dự toán tại kbnn số tiền 11,8 tỷ đồng 44,8 tỷ đồng - 33 tỷ đồng theo quy định về tổ chức thực hiện dự toán ngân sách năm 2013. bộ tài chính đề nghị ubnd tỉnh sử dụng số kinh phí ngân sách trung ương đã hỗ trợ và nguồn dự phòng ngân sách địa phương để thực hiện việc hỗ trợ thiệt hại do dịch bệnh đối với tôm năm 2012.","Bộ Tài chính đã quyết định hỗ trợ tỉnh Sóc Trăng hơn 64 tỷ đồng từ ngân sách nhà nước để khắc phục thiệt hại do dịch bệnh đốm trắng gây ra cho tôm nuôi. Theo quy định, ngân sách trung ương hỗ trợ 70% tổng số tiền, tương đương 44,8 tỷ đồng. Bộ Tài chính đã tạm ứng 33 tỷ đồng cho tỉnh Sóc Trăng và yêu cầu địa phương sử dụng số tiền này cùng với nguồn dự phòng ngân sách để hỗ trợ người nuôi tôm. 
"
"hỗ trợ gạo để cứu đói cho người dân trong thời gian giáp hạt. ảnh tl cụ thể, thủ tướng chính phủ đã giao bộ tài chính xuất cấp không thu tiền 462 tấn gạo từ nguồn dự trữ quốc gia cho tỉnh yên bái để cứu đói cho nhân dân trong thời gian giáp hạt năm 2014. đồng thời, thủ tướng chính phủ cũng giao bộ tài chính xuất cấp không thu tiền 31 tấn gạo từ nguồn dự trữ quốc gia cho tỉnh bình phước để hỗ trợ đột xuất cho người dân di cư tự do từ camphuchia về việt nam chưa có hộ tịch, hộ khẩu gặp khó khăn về đời sống. thủ tướng chính phủ yêu cầu ubnd 2 tỉnh trên hỗ trợ kịp thời, đúng đối tượng số gạo được cấp nêu trên.","Để hỗ trợ người dân trong thời gian giáp hạt năm 2014, Thủ tướng Chính phủ đã chỉ đạo Bộ Tài chính xuất cấp không thu tiền 462 tấn gạo từ nguồn dự trữ quốc gia cho tỉnh Yên Bái và 31 tấn gạo cho tỉnh Bình Phước. Việc hỗ trợ này nhằm cứu đói cho người dân Yên Bái và hỗ trợ đột xuất cho người dân di cư tự do từ Campuchia về Việt Nam gặp khó khăn về đời sống tại Bình Phước. 
"
"sản xuất nông nghiệp tiếp tục nhận được những hỗ trợ về kinh phí. ảnh đức minh dự thảo thông tư liên tịch hướng dẫn nghị định số 45/2012/nđ-cp ngày 21/5/2012 của chính phủ trình về trình tự lập, quản lý và sử dụng kinh phí khuyến công quốc gia và kinh phí địa phương đối với hoạt đô3ḅng khuyến công. theo đó, mức chi hoạt đô3ḅng khuyến công quốc gia gồm 19 mục chi, mức chi cụ thể. trong đó có một số điểm đáng lưu ý như chi hỗ trợ xây dựng mô hình trình diễn kỹ thuật để phổ biến công nghệ mới, sản xuất sản phẩm mới, bao gồm các chi phí mua sắm máy móc thiết bị hoàn chỉnh tài liệu về quy trình công nghệ, quy trình sản xuất, phục vụ cho việc trình diễn. mức hỗ trợ tối đa không quá 500 triệu đồng/mô hình. mức hỗ trợ đối với các cơ sở công nghiê3ḅp nông thôn đang hoạt động có hiệu quả cần phổ biến tuyên truyền, nhân rộng tối đa là 100 triệu đồng/mô hình. chi hỗ trợ mô hình cơ sở đầu tư phòng trưng bày, giới thiê3ḅu quảng bá sản phẩm gắn với du lịch và các khu thương mại. mức hỗ trợ dưới 30 chi phí nhưng tối đa không quá 100 triệu đồng/cơ sở. chi hỗ trợ trung tâm khuyến công đầu tư phòng trưng bày giới thiê3ḅu và xúc tiến thương mại cho các sản phẩm công nghiê3ḅp nông thôn. mức hỗ trợ tối đa không quá 500 triệu đồng/1 trung tâm chi hỗ trợ để thành lập hội, hiệp hội ngành nghề cấp tỉnh, cấp vùng và cấp quốc gia. mức hỗ trợ 30 chi phí thành lập nhưng tối đa không quá 50 triệu đồng/hội ngành nghề hoặc hiệp hội cấp tỉnh 70 triệu đồng/hiệp hội cấp vùng 100 triệu đồng/ hiệp hội cấp quốc gia. chi hỗ trợ để hình thành cụm liên kết doanh nghiệp công nghiệp mức hỗ trợ 50 chi phí nhưng tối đa không quá 150 triệu đồng/cụm liên kết. chi hỗ trợ lập quy hoạch chi tiết cụm công nghiệp, mức hỗ trợ tối đa không vượt quá 500 triệu đồng/cụm công nghiệp. chi hỗ trợ đầu tư xây dựng kết cấu hạ tầng cụm công nghiệp, bao gồm san lấp mặt bằng, đường giao thông nội bộ, hệ thống cấp thoát nước và xử lý ô nhiễm môi trường. mức hỗ trợ tối đa không vượt quá 3 tỷ đồng/cụm công nghiệp. hỗ trợ xây dựng mô hình thí điểm hệ thống xử lý ô nhiễm môi trường tại cơ sở công nghiệp nông thôn bao gồm các chi phí mua sắm máy móc thiết bị và chuyển giao công nghệ xử lý ô nhiễm môi trường, dưới 30 chi phí đầu tư được duyê3ḅt, nhưng không quá 300 triệu đồng/cơ sở. dự thảo cũng quy định về mức chi hoạt đô3ḅng khuyến công địa phương .","Dự thảo thông tư liên tịch hướng dẫn về sử dụng kinh phí khuyến công quốc gia và địa phương tập trung vào hỗ trợ sản xuất nông nghiệp. Dự thảo đề xuất nhiều khoản chi cụ thể, bao gồm hỗ trợ xây dựng mô hình trình diễn kỹ thuật, hỗ trợ cơ sở công nghiệp nông thôn, đầu tư phòng trưng bày sản phẩm, và hỗ trợ thành lập các hội, hiệp hội ngành nghề. Ngoài ra, dự thảo cũng đề cập đến việc hỗ trợ xây dựng cụm liên kết doanh nghiệp công nghiệp và đầu tư kết cấu hạ tầng cho các cụm này.
"
"bộ tài chính căn cứ đề nghị hỗ trợ gạo cứu đói nhân dân dịp tết nguyên đán giáp ngọ và giáp hạt năm 2014 của ubnd các tỉnh nghệ an, lai châu, quảng trị và phú yên để đệ trình văn bản trên. theo bộ tài chính, trước mắt, hỗ trợ gạo cứu đói cho người dân các địa phương này với thời gian 1 tháng. sau khi thực hiện, nếu các địa phương còn gặp khó khăn, sẽ xem xét xử lý tiếp. cụ thể đề nghị hỗ trợ tỉnh nghệ an 4.195 tấn gạo để cứu đói cho 279.675 nhân khẩu tỉnh lai châu 730 tấn gạo cho 48.727 nhân khẩu tỉnh quảng trị 1.458 tấn gạo cho 97.246 nhân khẩu và tỉnh phú yên 676 tấn gạo cho 45.098 nhân khẩu.","Bộ Tài chính đã đề xuất hỗ trợ gạo cứu đói cho người dân ở các tỉnh Nghệ An, Lai Châu, Quảng Trị và Phú Yên trong dịp Tết Nguyên đán và giáp hạt năm 2014.  Số lượng gạo được đề nghị hỗ trợ cho mỗi tỉnh dựa trên số lượng nhân khẩu cần hỗ trợ, với thời gian hỗ trợ ban đầu là 1 tháng.  Sau khi đánh giá tình hình, Bộ Tài chính sẽ xem xét hỗ trợ thêm nếu các địa phương vẫn gặp khó khăn. 
"
"đây là một phần của thông tư liên tịch số 12 /2014/ttlt-btc-bnnptnt do bộ tài chính, bộ nông nghiệp và phát triển nông thôn vừa ban hành hướng dẫn cơ chế quản lý, sử dụng kinh phí ngân sách nhà nước thực hiện dự án tổng điều tra, kiểm kê rừng toàn quốc giai đoạn 2013-2016. theo đó, thông tư quy định rõ nguồn kinh phí thực hiện dự án từ ngân sách trung ương chi cho các nhiệm vụ do bộ nông nghiệp và phát triển nông thôn, bộ công an, bộ quốc phòng thực hiện ngân sách địa phương chi cho các nhiệm vụ kiểm kê rừng do địa phương thực hiện. đối với các địa phương chưa tự cân đối được ngân sách và tỉnh quảng ngãi thì căn cứ khả năng cân đối hàng năm, ngân sách trung ương hỗ trợ cho địa phương tối đa 70 dự toán kinh phí thực hiện kiểm kê rừng của địa phương được bộ nông nghiệp và phát triển nông thôn xét duyệt. về việc lập dự toán, thông tư quy định cụ thể bộ nông nghiệp và phát triển nông thôn hàng năm căn cứ tiến độ thực hiện dự án tổng mức kinh phí thực hiện dự án được thủ tướng chính phủ quyết định và hướng dẫn tại thông tư này, bộ nông nghiệp và phát triển nông thôn, bộ quốc phòng, bộ công an lập dự toán kinh phí điều tra, kiểm kê rừng. bộ nông nghiệp và phát triển nông thôn tổng hợp kinh phí thực hiện dự án gửi bộ tài chính xem xét, tổng hợp, trình cấp có thẩm quyền quyết định theo quy định của luật ngân sách nhà nước hàng năm căn cứ tiến độ thực hiện kiểm kê rừng theo hướng dẫn của bộ nông nghiệp và phát triển nông thôn và hướng dẫn tại thông tư này, ubnd cấp tỉnh phê duyệt bố trí từ dự toán ngân sách địa phương để thực hiện. đối với địa phương có khó khăn về ngân sách để thực hiện nhiệm vụ kiểm kê rừng, địa phương lập dự toán kinh phí kiểm kê rừng trong đó xác định số kinh phí thực hiện từ nguồn ngân sách địa phương, kinh phí đề nghị ngân sách trung ương hỗ trợ báo cáo bộ nông nghiệp và phát triển nông thôn xét duyệt gửi bộ tài chính thẩm định, trình thủ tướng chính phủ quyết định hỗ trợ có mục tiêu cho các địa phương. thông tư có hiệu lực thi hành từ ngày 20/3/2014.","Thông tư liên tịch số 12/2014/TTLT-BTC-BNNPTNT quy định rõ nguồn kinh phí thực hiện dự án kiểm kê rừng toàn quốc giai đoạn 2013-2016, bao gồm ngân sách trung ương chi cho các bộ ngành và ngân sách địa phương. Đối với các địa phương khó khăn, ngân sách trung ương hỗ trợ tối đa 70% chi phí kiểm kê rừng. Thông tư cũng quy định chi tiết về việc lập dự toán, phê duyệt và quản lý kinh phí dự án. 
"
"nhiều chính sách hỗ trợ người nông dân được thực hiện. ảnh đt bộ tài chính vừa quyết định cấp bổ sung gần 225,8 tỷ đồng hỗ trợ cho 9 địa phương để thực hiện chính sách bảo vệ đất trồng lúa năm 2013 theo nghị định 42/2012/nđ-cp. tổng diện tích đất trồng lúa được ngân sách trung ương hỗ trợ thực hiện chính sách tại 9 địa phương trong năm 2013 là gần 573.000 ha, tương ứng với số kinh phí hỗ trợ là 454,8 tỷ đồng, trong đó kinh phí hỗ trợ cho người sản xuất lúa hơn 223,9 tỷ đồng, kinh phí hỗ trợ cho địa phương là hơn 229 tỷ đồng. bộ tài chính cũng quy định cụ thể mức hỗ trợ bổ sung kinh phí cho các địa phương như sau hỗ trợ cho tỉnh bắc kạn là 1,769 tỷ đồng, tỉnh ninh bình là 16,998 tỷ đồng, tỉnh phú yên là 12,107 tỷ đồng, tỉnh ninh thuận là 7,029 tỷ đồng, tỉnh đắk lắk là 19,732 tỷ đồng, tỉnh long an là 122,768 tỷ đồng, tỉnh bến tre là 9,543 tỷ đồng, tỉnh hà giang là 8,204 tỷ đồng và tĩnh hà tĩnh là 27,654 tỷ đồng.","Bộ Tài chính đã bổ sung gần 225,8 tỷ đồng để hỗ trợ 9 địa phương thực hiện chính sách bảo vệ đất trồng lúa năm 2013, theo Nghị định 42/2012/NĐ-CP. Tổng diện tích đất trồng lúa được hỗ trợ là gần 573.000 ha, với kinh phí hỗ trợ cho người sản xuất lúa hơn 223,9 tỷ đồng và cho địa phương hơn 229 tỷ đồng, nhằm bảo vệ nguồn lợi đất trồng lúa và hỗ trợ người nông dân.
"
"hỗ trợ gạo cho học sinh vùng đặc biệt khó khăn theo quyết định số 36 của thủ tướng chính phủ là một chính sách rất cần thiết và ý nghĩa. ảnh minh họa ông nguyễn thái vụ trưởng vụ quản lý hàng dự trữ - tổng cục dự trữ nhà nước dtnn cho biết, ngay sau khi thủ tướng chính phủ ký ban hành quyết định số 36/2013/qđ-ttg qđ 36 về hỗ trợ gạo cho học sinh tại các trường ở khu vực có điều kiện kinh tế xã hội ktxh đặc biệt khó khăn, được bộ tài chính cho phép, tổng cục dtnn đã chủ động trình bộ tài chính dự thảo thông tư hướng dẫn thực hiện qđ 36, đồng thời kiến nghị bộ tài chính có công văn đề nghị ubnd các tỉnh, thành phố trực thuộc trung ương xác định số học sinh thuộc đối tượng hưởng chính sách, số lượng gạo cần hỗ trợ, tổng hợp báo cáo bộ tài chính, bộ giáo dục và đào tạo. bắt đầu từ ngày 1/9/2013, qđ 36 của thủ tướng chính phủ về việc hỗ trợ 15/kg gạo/học sinh/tháng cho học sinh tại các trường ở khu vực có điều kiện ktxh đặc biệt khó khăn đã bắt đầu có hiệu lực. theo đó, mỗi học sinh được hưởng mức gạo hỗ trợ không quá 9 tháng/năm học. ông nguyễn thái đến nay, các bộ, ngành và ubnd các tỉnh, thành phố đã gửi ý kiến tham gia dự thảo thông tư và báo cáo tổng hợp số đối tượng được hỗ trợ gạo là 449.670 học sinh và tổng nhu cầu gạo hỗ trợ cho năm học 2013 - 2014 là hơn 60 nghìn tấn. bộ tài chính tổng cục dtnn đang phối hợp với bộ giáo dục và đào tạo, ủy ban dân tộc tổng hợp ý kiến về dự thảo thông tư và nhu cầu hỗ trợ gạo của các địa phương để trình cấp có thẩm quyền phê duyệt đồng thời chỉ đạo 22 cục dtnn khu vực bố trí trên địa bàn cả nước chuẩn bị sẵn sàng các điều kiện cần thiết về nhân lực, về nguồn gạo và phương án vận chuyển để kịp thời cấp phát cho học sinh trên địa bàn vùng đặc biệt khó khăn, ngay sau khi có chỉ đạo của thủ tướng chính phủ. ông nguyễn thái cho biết, về đối tượng được hưởng chính sách hỗ trợ gạo, mặc dù đã được quy định tại điều 1 qđ 36, cụ thể học sinh tiểu học và trung học cơ sở đang học tại các trường phổ thông dân tộc bán trú học sinh bán trú đang học tại các trường tiểu học và trung học cơ sở công lập ở khu vực có điều kiện ktxh đặc biệt khó khăn học sinh là người dân tộc thiểu số có bố, mẹ hoặc người giám hộ hợp pháp có hộ khẩu thường trú tại xã, thôn có điều kiện ktxh đặc biệt khó khăn, không hưởng chế độ nội trú, có nhà ở xa trường hoặc địa hình cách trở không thể đi đến trường và trở về nhà trong ngày đang học tại các trường trung học phổ thông và trường phổ thông có nhiều cấp học công lập. tuy nhiên, một số địa phương lại hiểu rằng tất cả học sinh tiểu học và trung học cơ sở đang học tại các trường phổ thông dân tộc bán trú và trường phổ thông có nhiều cấp học đều được hỗ trợ gạo, bao gồm cả học sinh bán trú và học sinh không bán trú. ngoài ra, hiện nay một số địa phương cũng đang thực hiện các chương trình khác như dự án đầu tư bảo vệ, phát triển rừng tại 4 huyện vùng cao núi đá tỉnh hà giang, dự án trồng rừng ở huyện mường lát, thanh hóa...thì số học sinh tại những vùng vùng này cũng đang được hưởng chính sách hỗ trợ gạo của chính phủ, vì vậy có thể bị trùng lắp về đối tượng. thực tế, chính sách hỗ trợ gạo cho học sinh của chính phủ nhằm hướng tới các đối tượng là những học sinh có điều kiện nhà ở xa trường, không thể đi và về trong ngày nên phải ở bán trú tại các trường đối với học sinh tiểu học và trung học cơ sở hoặc tá túc lại các vùng quanh trường đối với học sinh phổ thông trung học. đồng thời, cũng bảo đảm đồng bộ với các chính sách đã được thủ tướng chính phủ ban hành trước đây về chính sách hỗ trợ đối với học sinh ở vùng có điều kiện ktxh đặc biệt khó khăn. tại quyết định số 85/2010/qđ-ttg ngày 21/12/2010 và quyết định số 12/2013/qđ-ttg ngày 24/1/2013 của thủ tướng chính phủ, thì đối tượng được hỗ trợ là học sinh tiểu học và trung học cơ sở bán trú đang học tại các trường phổ thông dân tộc bán trú và học sinh trung học phổ thông là người dân tộc thiểu số đang học tại các trường trung học phổ thông và trường phổ thông có nhiều cấp học công lập. nếu thực hiện cấp gạo cho đối tượng theo qđ 85 và qđ 12 thì tổng số đối tượng hỗ trợ khoảng trên 250.000 học sinh và số lượng gạo cần hỗ trợ trong một năm học cho các địa phương khoảng trên 30.000 tấn gạo. nhưng nếu thực hiện cấp gạo cho đối tượng là cả học sinh bán trú và không bán trú theo cách hiểu của các địa phương về đối tượng theo qđ 36 thì tổng số đối tượng hỗ trợ khoảng trên 450.000 học sinh và số lượng gạo cần hỗ trợ trong một năm học cho các địa phương sẽ phát sinh lớn. theo ông nguyễn thái, đây là vấn đề cần sớm được giải quyết để bảo đảm sự thống nhất trong cách hiểu và tổ chức thực hiện chính sách hỗ trợ gạo cho học sinh, trước mắt cho năm học 2013 - 2014 và các năm tiếp theo.","Quyết định số 36 của Thủ tướng Chính phủ về việc hỗ trợ gạo cho học sinh vùng đặc biệt khó khăn nhằm mục tiêu đảm bảo an sinh xã hội, hỗ trợ các em học sinh vùng khó khăn tiếp cận giáo dục. Tuy nhiên, việc thực hiện chính sách này đang gặp phải một số bất cập về việc xác định đối tượng thụ hưởng, dẫn đến nguy cơ trùng lắp và lãng phí nguồn lực. Việc giải quyết vấn đề này là cần thiết để bảo đảm hiệu quả và sự minh bạch trong việc thực hiện chính sách hỗ trợ gạo cho học sinh. 
"
"bộ tài chính đang trình chính phủ quyết định hỗ trợ 3.390 tấn gạo cho nhân dân quảng bình. ảnh minh họa sau bão số 10 năm 2013, thủ tướng chính phủ đã có quyết định số 1945/qđ-ttg hỗ trợ tỉnh quảng bình 5.250 tấn gạo để ổn định đời sống nhân dân vùng bị thiệt hại. tuy nhiên, vừa qua thiên tai liên tiếp xảy ra trên địa bàn tỉnh quảng bình bão số 10, hoàn lưu bão số 11, lốc xoáy theo báo cáo của tỉnh, do mức độ thiệt hại lớn nên sản xuất chưa kịp khôi phục, đời sống nhân dân gặp nhiều khó khăn. vì vậy, trong điều kiện ngân sách địa phương khó khăn, căn cứ chế độ quy định, bộ tài chính trình thủ tướng chính phủ hỗ trợ tỉnh quảng bình 3.390 tấn gạo để cứu đói cho gần 226.000 nhân khẩu trong 01 tháng, với mức 15kg gạo/người/tháng nhằm tiếp tục ổn định đời sống nhân dân, đặc biệt trong dịp tết nguyên đán và giáp hạt đầu năm 2014.","Bộ Tài chính đề xuất hỗ trợ 3.390 tấn gạo cho Quảng Bình để cứu đói cho hơn 226.000 người trong một tháng, nhằm ổn định đời sống người dân sau chuỗi thiên tai liên tiếp. Việc hỗ trợ này được thực hiện dựa trên chế độ quy định và nhằm mục đích hỗ trợ người dân trong bối cảnh sản xuất bị ảnh hưởng nặng nề và ngân sách địa phương gặp khó khăn. Số gạo hỗ trợ này sẽ giúp người dân vượt qua giai đoạn khó khăn, đặc biệt trong dịp Tết Nguyên đán và giáp hạt đầu năm 2014.
"
